Datetime,Title,Description,Content,Change
2019-01-07 17:26:00+00:00,10 years to Satyam: How India's Enron moment unfolded,"On January 7, 2009, Byrraju Ramalinga Raju, founder and chairman of Satyam, wrote to SEBI and the company's shareholders making an admission which shocked the global corporate community","january,byrraju,ramalinga,raju,founder,chairman,satyam,wrote,security,exchange,board,india,sebi,company,shareholder,admitting,manipulated,company,account,tune,r,crore,shocking,global,corporate,community,nearly,percent,reported,cash,reserve,company,fictitiousthe,confession,blew,lid,came,known,india,enron,satyams,share,fell,high,r,low,r,dragging,sensex,percentas,raju,explained,company,started,inflating,financials,got,caught,quagmire,everincreasing,expectation,keep,performance,like,riding,tiger,without,knowing,get,without,eatennonesatyams,backstorysatyam,computer,india,fourthlargest,company,behind,tc,infosys,wipro,raju,held,one,torchbearer,indian,story,satyam,several,award,corporate,governancebut,something,amiss,month,raju,confessed,satyam,announced,would,take,group,company,maytas,infra,maytas,name,satyams,spelled,reversethe,proposal,led,lot,consternation,among,investor,would,company,want,acquire,infrastructure,company,enough,opportunity,left,itin,hindsight,lastditch,attempt,satyam,promoter,merge,two,company,move,would,helped,raju,continue,cook,book,effectively,assetheavy,infrastructure,firmthe,evening,announcement,came,satyam,share,sold,u,trading,sealing,fate,proposed,acquisition,share,price,depleted,satyam,couldnt,use,stock,buy,maytas,next,morning,raju,confessedevents,sinceafter,scam,came,light,independent,director,auditor,banking,partner,related,entity,satyam,became,center,attention,pricewaterhousecoopers,pwc,independent,auditor,satyam,news,scandal,surfaced,u,security,exchange,commission,sec,fined,indian,arm,auditor,million,slamming,failure,detect,fraud,sebi,banned,company,auditing,listed,company,india,two,yearsthe,company,law,board,disbarred,board,company,appointed,nominal,director,corporate,affair,minister,prem,chand,gupta,said,board,failed,duty,expense,credibility,india,industry,suffer,deepak,parekh,former,nasscom,chief,kiran,karnik,former,sebi,member,c,achuthan,nominated,government,satyams,boardnonewhat,happened,rajuraju,arrested,police,january,along,younger,brother,b,rama,raju,got,bail,supreme,court,cbi,failed,file,chargesheetthe,market,regulator,slapped,fine,r,crore,raju,barred,market,year,raju,nine,others,found,guilty,various,count,indian,penal,code,sentenced,seven,year,prison,hyderabad,courtnone",-7.64
2019-01-08 12:47:00+00:00,Future S Concept to Wagon R 2019: Maruti Suzuki's has an action-packed launch line-up,"With an all-new diesel engine, electric concepts and turbocharged iteration, Maruti Suzuki is gearing up for a whirlpool of car launches","maruti,suzuki,set,rejuvenate,entire,lineup,coming,various,improved,well,brand,new,version,already,beloved,car,allnew,diesel,engine,electric,concept,turbocharged,iteration,maruti,suzuki,gearing,whirlpool,car,launch,said,list,upcoming,maruti,carsmaruti,suzuki,future,conceptkicking,list,brand,new,compact,suv,concept,car,showcased,delhi,auto,expo,recent,plan,taking,car,production,company,claim,maruti,suzuki,future,concept,preview,future,compact,car,design,next,level,design,evolution,regarding,proportion,body,sculpting,fusing,body,pattern,colour,could,mean,maruti,serious,compact,suvmaruti,suzuki,vitara,brezza,petrolwith,immense,success,vitara,brezza,commercial,vehicle,long,haulier,maruti,decided,answer,call,petrolheads,coming,petrol,version,suv,reportedly,vitara,brezza,share,l,boosterjet,motor,currently,powering,baleno,r,could,give,vitara,brezza,power,output,bhp,nm,torque,opposed,current,litre,multijet,diesel,engine,generating,peak,power,bhp,nm,torquemaruti,suzuki,swift,rsacknowledging,request,infuse,dose,adrenaline,agile,swift,maruti,suzuki,finally,given,swift,turbocharger,borrowing,mighty,l,boosterjet,engine,current,sibling,rival,baleno,r,swift,produce,maximum,power,bhp,nm,torque,motor,mated,speed,manual,gearbox,although,automatic,version,expected,toomaruti,suzuki,jimnyone,iconic,car,yesteryear,jimny,set,make,comeback,indian,street,new,improved,avatar,heart,beefedup,body,jeep,l,boosterjet,engine,mated,speed,gearbox,speed,amt,option,available,wellmaruti,suzuki,wagon,r",-2.73
2019-01-09 11:56:00+00:00,What to expect from Maruti Suzuki's Wagon R 2019,Features car buyers can expect to get in the 2019 Wagon R,"muchloved,maruti,suzuki,wagon,r,set,make,comeback,new,improved,hatchback,come,loaded,latest,technology,amenity,engine,stay,untouched,almost,everything,around,changedhere,list,feature,expected,wagon,r,exteriormaruti,pampered,popular,hatchback,royally,placing,suzukis,latest,lighter,safer,platform,would,wrong,presume,wagon,r,get,chrome,finish,grille,among,styling,component,interiorthe,interior,car,completely,reworked,well,digital,infotainment,system,expected,present,elevate,look,feel,vehicle,offering,premium,experience,driver,amenitiesin,term,driver,satisfaction,maruti,suzuki,gone,fitting,wagon,r,projector,headlamp,alloy,wheel,telescopic,steering,wheel,among,long,list,feature,safetyconsidering,current,standard,safety,maruti,suzuki,gone,extra,step,ensure,people,outside,stay,safe,passenger,inside,along,dual,airbags,ab,wagon,r,also,reported,ebd,electronic,brake,distribution,ebd,essentially,distributes,braking,force,applied,driver,evenly,wheel,lock,skid,situation,emergency,heavy,braking,pricing",-3.09
2019-01-11 09:34:00+00:00,"TCS Q3 review: Earnings in line, but supply constraint a factor to watch out for; buy on dips",We expect modest return from the stock in the medium term and recommend accumulation only on correction.,"moneycontrol,researchnonedoubledigit,growth,percent,yoy,constant,currency,digital,continues,impress,share,percent,reporting,strong,yoy,growth,percentnonegrowth,seen,across,geography,led,uk,continental,europe,asia,pacific,key,market,north,america,share,percent,also,shown,good,percent,growth,yoytraction,key,vertical,bfsi,growth,improving,percent,percent,september,quarter,aided,north,american,market,insurance,vertical,life,science,energy,utility,regional,market,continued,impressnonestrong,deal,win,momentum,value,deal,win,billion,percent,growth,previous,quarter,positive,commentary,deal,pipeline,demand,environmentthe,tc,management,stressed,strong,expertise,area,digital,iot,internet,thing,ai,artificial,intelligence,intelligent,automation,driver,deal,win,hinted,shift,preference,outsourcing,larger,company,contrary,fear,insourcing,company,prefer,job,house,risenonedecline,operating,margin,sequentially,basis,point,percent,negative,currency,impact,rising,cost,especially,subcontracting,expensesthe,management,alluded,supply,side,constraint,getting,right,resource,right,price,especially,light,increasing,visa,restriction,likely,exert,upward,pressure,coststcs,keen,participate,buoyant,demand,revival,feel,headroom,absorb,higher,cost,operating,margin,higher,peersthe,supply,side,constraint,industry,wide,phenomenon,likely,impact,player,fact,smaller,company,might,find,challenging,price,hike,offset,impact,possible,especially,demand,remains,strong,could,happen,lagthe,management,unsure,impact,recent,macro,concern,weakness,global,economy,account,heightened,trade,tension,demand,environment,seen,slowdown,market,yetwhile,tc,stock,outperformed,percent,percent,nifty,past,one,year,performance,past,three,month,soft,tc,trade,time,fy,estimated,earnings,expect,modest,return,stock,medium,term,recommend,accumulation,correction",-8.43
2019-01-10 18:37:00+00:00,Daimler’s BharatBenz beats industry CV growth in 2018,"Sales under the brand BharatBenz grew to 20,500 units during January-November 2018 period as against 15,200 sold in same period in 2017","nonesales,brand,bharatbenz,created,specifically,india,stood,unit,januarynovember,unit,period,last,year,dicv,sell,truck,medium,heavy,commercial,vehicle,mhcv,segmentthe,company,market,share,marginally,improved,percent,reporting,period,compared,percent,industry,grew,percent,without,dicv,lakh,unit,januarynovember,dicvs,percent,growth,last,year,higher,percent,clocked,dicv,share,sale,production,number,auto,industry,apex,lobby,body,society,indian,automobile,manufacturer,siam,dicv,make,tipper,tractor,trailer,haulage,truck,intracity,busesnonein,comparison,tata,motor,sale,grew,percent,lakh,unit,ashok,leyland,went,percent,lakh,unit,januarynovembermilestonedaimler,truck,also,reached,milestone,september,production,th,vehicle,chennai,plant,addition,bharatbenz,truck,local,market,plant,chennai,also,manufacture,model,export,market,worldwideestablished,dicv,make,truck,bus,tonnage,range,tonne,bharatbenz,mercedesbenz,brand,chennaibased,factory,spread,acre,seen,investment,r,crorethe,consistent,rise,market,share,volume,dicv,come,back,exit,man,last,year,volkswagen,group,company,india,year,fruitless,operation,man,sister,company,scania,followed,suit,said,exiting,bus,body,building,operation,indiano,western,manufacturer,daimler,successfully,become,established,india,far,added,daimler,statementthe,upcoming,bharat,stage,vi,emission,norm,putting,strain,finance,truck,bus,manufacturer,bsvi,force,april,likely,result,percent,jump,price,cv,translating,rise,r,lakh",-3.35
2019-01-11 18:12:00+00:00,Maruti Suzuki looks to promote Eeco as it phases out Omni,In its 35th year of uninterrupted production the Omni will be replaced by its bigger and much younger cousin Eeco,"nonein,th,year,uninterrupted,production,omni,replaced,bigger,much,younger,cousin,eeco,confirmed,top,official,maruti,suzuki,speaking,moneycontrolomni,would,upgraded,meet,next,generation,norm,said,rc,bhargava,chairman,maruti,suzuki,maruti,plan,compensate,void,sale,volume,bhargava,said,eeco,sale,going,similar,vehiclegovernment,rule,make,mandatory,car,sport,least,one,driver,airbag,speed,warning,system,seatbelt,reminder,driver,codriver,rear,parking,sensor,standard,july,followed,requirement,upgrade,existing,model,meet,crash,test,norm,october,thereafter,six,month,later,april,india,embrace,bharat,stage,vi,latest,emission,norm,worldall,put,significant,cost,pressure,forcing,company,phase,model,easy,company,phase,laggard,maruti,suzuki,tough,callthe,omni,sell,average,month,entire,bouquet,model,smaller,company,product,offering,renault,nissan,volkswagen,skoda,fiat,indiathe,fiveseater,omni,cause,dent,maruti,suzukis,sale,every,customer,move,eeco,price,gap,base,version,omni,priced,r,lakh,base,version,eeco,fiveseater,version,priced,r,lakh,price,exshowroom,delhi,alto,remains,cheapest,car,marutis,stable,priced,r,lakhthe,omni,served,variety,customer,decadelong,career,minivan,vanished,garage,several,urban,customer,continued,service,taxi,fleet,big,tierii,citiesin,city,town,omni,remained,top,choice,customer,big,family,running,small,business",-2.47
2019-01-11 15:39:00+00:00,2019 Maruti Suzuki Wagon R launch on January 23: Here's what you can expect,An overview of one of India’s most popular hatchback against its competitors.,"maruti,suzuki,hit,bullseye,launched,wagon,r,india,come,january,allnew,wagon,r,make,debut,make,car,different,others,brief,overview,feature,wagon,r,rival,maruti,suzuki,wagon,r,physical,attributesin,term,sheer,physical,height,wagon,r,tower,peer,considerable,mm,height,mm,closest,competitor,hyundai,santro,term,length,width,well,wagon,r,rank,well,top,three,biggest,hatchback,maruti,suzuki,wagon,r,power,figuresthe,wagon,r,expected,get,two,petrol,engine,option,litre,litre,however,litre,inlinefour,power,figure,par,highest,segment,tiago,hp,nm,torque,along,speed,manual,gearbox,engine,also,expected,get,speed,automatic,transmission,variant,maruti,suzuki,wagon,r,featuresto,battle,others,segment,maruti,suzuki,expected,offer,premium,amenity,touchscreen,infotainment,system,android,auto,apple,carplay,compatibility,airbags,ab,electronic,brakeforce,distribution,ebd,top,line,variant,maruti,suzuki,wagon,r,pricing",-2.47
2019-01-16 12:17:00+00:00,Maruti Suzuki reveals New 2019 Wagon R specifications: Watch video,"While keeping the essence of the car same, Maruti Suzuki has invested a lot of time and effort in improving the Wagon R, and it shows.","noneto,begin,maruti,suzuki,kept,tallboy,design,iconic,hatchback,made,little,smaller,sleeker,tail,light,still,reach,roof,car,bear,close,resemblance,ertiga,wagon,r,get,alloy,wheel,sport,stylish,hubcap,headlamp,dual,splitsection,housing,miss,drls,projectorsfor,latest,iteration,maruti,suzuki,decided,let,wagon,r,share,platform,swift,based,heartect,platform,make,lightest,durable,lineage,new,model,also,mm,longer,mm,wider,current,generation,widening,help,rear,passenger,sit,comfortablynoneregarding,safety,wagon,r,driverside,airbag,ab,ebd,seat,belt,reminder,speed,alert,rear,parking,sensor,standard,dual,front,airbags,option,well,offered,good,old,three,trim,level,lxi,vxi,zxinonewhile,lower,two,model,sufficiently,equipped,topline,model,pampered,suzukis,smartplay,infotainment,system,inch,touchscreen,display,system,compatible,android,auto,apple,carplay,vehicle,also,get,multifunctional,steering,wheel,control,audio,telephonynone",-4.02
2019-01-16 17:21:00+00:00,2019 Maruti Suzuki WagonR: Some other worthy competitors in India,A brief overview of competitors for 2019 Wagon R,"maruti,suzuki,officially,revealed,wagon,r,yesterday,brought,flood,memory,indian,across,country,decade,old,car,making,fresh,start,indian,market,hatchback,lock,horn,withmaruti,suzuki,swiftthough,sibling,wagon,r,share,platform,swift,would,want,lose,title,sporty,hatchback,latest,iteration,refined,litre,engine,smoother,gearbox,offer,serious,competitionhyundai,elite,ithe,korean,manufacturer,brought,india,almost,two,decade,ago,even,latest,gen,elite,crowd,puller,sleek,design,roomier,cabin,elite,viable,option,wagon,rrenault,kwidthough,french,car,maker,rough,patch,budget,hatchback,kwid,fared,fairly,well,indian,market,becoming,one,highest,selling,hatch,kwid,surely,make,presence,feltvolkswagen,polothe,german,giant,volkswagen,seem,believe,le,power,entire,lineup,polo,including,gt,golf,lot,hatchback,serious,power,figure,combined,rugged,body,could,pose,threattata,tiago",-3.55
2019-02-05 17:42:00+00:00,Reliance Industries Q3FY19 – Petchem and retail drive the show,"Jio's overall performance was good, but customer addition and average revenue per customer growth slowed.","none,nonenonenonekey,positivespetrochemical,segment,topline,grew,percent,yoy,higher,realisation,improved,volume,fibre,intermediate,polymer,productsweakness,polymer,margin,offset,strong,polyester,margin,quartergross,refining,margin,bbl,bbl,lower,compared,preceding,quarter,due,weak,crude,oil,price,line,global,weakness,grms,still,grms,substantially,global,singapore,benchmark,indicating,healthy,inventory,management,quarternonerefining,business,saw,healthy,volume,growthjio,revenue,topped,r,crore,percent,qoq,operating,profit,improved,higher,margin,expanding,customer,base,milliondespite,strong,competition,jio,posted,solid,growth,subscriber,base,percent,qoq,though,slight,reduction,churn,rateretail,segment,revenue,nearly,doubled,yoy,driven,healthy,festive,season,sale,rapid,store,addition,higher,operating,leverage,lifted,margin,basis,point,yoymedia,business,saw,healthy,percent,yoy,growth,improved,advertising,revenue,profit,movie,production,healthy,growth,subscription,income,strong,performance,regional,channel,operating,leverage,drove,segment,profitabilitykey,negative,interest,cost,nearly,doubled,yoy,primarily,due,higher,borrowing,petchem,project,digital,service,jios,interest,cost,spiked,nearly,percent,qoq,however,increase,finance,cost,lower,compared,growth,revenue,operating,profitshigh,fuel,price,higher,production,expanding,network,expense,led,noticeable,expansion,expensesupstream,oil,gas,business,continued,overhang,profitswhile,jios,subscriber,base,continued,expand,pace,growth,moderated,primarily,due,base,effect,increased,competitionnonediscounts,offer,protect,well,gain,market,share,kept,arpu,industry,player,pressure,jios,arpu,witnessed,marginal,declineoutlookril,steadily,moving,commodity,driven,business,consumer,oriented,business,believe,would,aid,rerating,stock,full,commissioning,petchem,unit,expect,great,vertical,integration,higher,margin,petrochemical,business,already,witnessing,increasing,demand,posting,aggressive,growthreliance,retail,jio,core,focus,expansion,expected,drive,revenue,growth,coming,quartersjios,strategy,deeper,wider,market,penetration,would,continue,disrupt,entire,value,chain,company,planning,make,inroad,various,strategic,tieups,partnership,disney,den,hathaway,rollout,new,service,jiogigafiberaggressive,store,addition,improved,customer,engagement,strong,distribution,network,drive,rapid,expansion,retail,segment,impetus,towards,operational,efficiency,expansion,marginaccretive,private,label,brand,economy,scale,help,improve,profitability,segment,coming,quartersthe,company,key,ingredient,emerge,integrated,telecom,retail,energy,giant,back,strong,financials,execution,capability,spare,capacity,huge,unmet,potential,available,india",-0.47
2019-01-18 09:54:00+00:00,"Methane Rainfall detected on Titan, largest moon of Saturn","If compared to Earth's yearly cycle of four seasons, a season on Titan lasts seven Earth years.","scientist,using,data,cassini,spacecraft,found,evidence,methane,rainfall,north,pole,titan,largest,moon,saturnthe,rainfall,would,first,indication,start,summer,season,titan,northern,hemisphere,according,study,published,journal,geophysical,research,lettersthe,whole,titan,community,looking,forward,seeing,cloud,rain,titan,north,pole,indicating,start,northern,summer,despite,climate,model,predicted,werent,even,seeing,cloud,said,rajani,dhingra,doctoral,student,university,idaho,russiapeople,called,curious,case,missing,cloud,dhingra,saidthe,researcher,identified,reflective,feature,near,titan,north,pole,image,taken,june,cassinis,nearinfrared,instrument,visual,infrared,mapping,spectrometerthe,reflective,feature,covered,square,mile,appear,image,previous,subsequent,cassini,passesanalyses,shortterm,reflective,feature,suggested,likely,resulted,sunlight,reflecting,wet,surface,study,attribute,reflection,methane,rainfall,event,followed,probable,period,evaporationits,like,looking,sunlit,wet,sidewalk,dhingra,saidthis,reflective,surface,represents,first,observation,summer,rainfall,moon,northern,hemisphereif,compared,earth,yearly,cycle,four,season,season,titan,last,seven,earth,yearscassini,arrived,titan,southern,summer,observed,cloud,rainfall,southern,hemisphere,researcher,saidclimate,model,titan,predicted,similar,weather,would,occur,northern,hemisphere,year,leading,northern,summer,solstice,saidhowever,expected,cloud,cover,northern,hemisphere,appeared,observation,may,help,scientist,gain,complete,understanding,titan,seasonswe,want,model,prediction,match,observation,rainfall,detection,prof,cassinis,climate,follows,theoretical,climate,model,know,dhingra,saidadditional,analysis,suggest,methane,rain,fell,across,relatively,pebblelike,surface,saida,rougher,surface,generates,amorphous,pattern,liquid,settle,crevasse,gully,liquid,falling,smooth,surface,would,puddle,relatively,circular,pattern",-2.3
2019-01-18 17:41:00+00:00,Wipro announces 1:3 bonus share offer,"""Issue of bonus equity shares in the proportion of 1:3, that is one bonus equity share of Rs 2 each for every three fully paid-up equity shares held and a bonus issue...of one ADS for every three ADS held, as on the record date, subject to approval of the Members of the company,"" Wipro said in a regulatory filing.","noneissue,bonus,equity,share,proportion,one,bonus,equity,share,r,every,three,fully,paidup,equity,share,held,bonus,issueof,one,ad,every,three,ad,held,record,date,subject,approval,member,company,wipro,said,regulatory,filingthe,record,date,reckoning,eligible,shareholder,including,ad,holder,entitled,receive,bonus,share,communicated,later,addedwipro,announced,bonus,issue,april,filing,said,wipro,aggregate,amount,r,crore,december,free,reserve,security,premium,account,capital,redemption,reserve,account",-2.52
2019-01-18 13:50:00+00:00,Maruti Suzuki Ciaz to get all-new 1.5-litre diesel turbo engine,"This will add a third engine option for the Ciaz, apart from the Fiat-sourced 1.3-litre DDiS.","maruti,suzuki,introduced,allnew,litre,petrol,engine,added,future,model,indojapanese,company,also,come,diesel,optionthis,litre,turbo,diesel,introduced,compact,sedan,ciaz,add,third,engine,option,ciaz,apart,fiatsourced,litre,ddi,diesel,direct,injection,systemas,engine,addition,lineup,maruti,suzuki,discontinuing,current,diesel,engine,however,safely,assumed,litre,variant,could,act,replacement,existing,diesel,engine,futureapart,turbocharger,new,engine,supplement,like,shvs,smart,hybrid,vehicle,suzuki,technology,however,get,new,sixspeed,manual,transmissionthe,litre,inlinefour,engine,delivers,p,power,nm,peak,torque,reportedly,called,ddi,claimed,return,efficiency,kmpl,though,little,lower,litre,motor,offer,still,higher,rival",-3.34
2021-09-08 16:03:00+00:00,Explainer | RBI expands tokenisation facility to card-on-file tokenisation services,The RBI has now made tokenisation feature formally available to all card networks. This feature is only available for purchases if you buy through your mobile phone or tablet.,"september,reserve,bank,india,extended,tokenisation,guideline,cardonfile,tokenisation,coft,service,said,tokenisation,data,done,explicit,customer,consent,done,allow,seamless,recurring,payment,tokenisation,frameworkwhat,cardonfile,tokenisationcardonfile,tokenisation,helpful,recurring,payment,store,payment,information,scheme,multiple,entity,tokenisation,includes,payment,gateway,provider,visa,mastercard,etc,payment,aggregator,merchant,outletswhat,benefit,cardonfile,tokenisationit,enables,consumer,payment,detail,refreshed,instantly,card,lost,stolen,expires,consumer,login,online,shopping,account,overthetop,ott,platform,etc,updating,card,detailswhat,tokenisationtokenisation,card,process,card,detail,remain,secure,get,stored,revealed,merchant,card,network,card,issuing,bank,know,digit,number,card,get,replaced,unique,alternate,code,also,known,tokencurrently,card,detail,shared,customer,making,card,transaction,stored,merchant,end,make,susceptible,hacking,data,theft,said,naveen,kukreja,ceo,cofounder,paisabazaarcomnonethe,rbi,made,feature,formally,available,card,network,feature,available,purchase,buy,mobile,phone,tablet,tokenisation,need,three,element,present,device,token,requester,tr,credit,card,tokenisation,help,exactly,able,shopping,using,secure,featurehow,tokenisation,work,customer,could,initiate,itto,appreciate,tokenisation,secures,vital,information,let,visualise,normal,credit,card,transactionnoneenter,tokenisation,firm,enables,make,card,credit,debit,payment,case,samsung,become,token,requester,tr,key,card,detail,samsung,phone,generates,token,card,network,whose,card,use,instance,register,visa,card,doesnt,matter,bank,credit,card,use,samsung,pay,request,token,visa,card,visa,turn,issue,token,act,proxy,card,number,whenever,use,card,buy,product,card,number,travel,payment,system,select,card,image,stored,tr,generate,token,complete,transactionlets,go,back,shop,originally,bought,goody,using,credit,card,swipe,samsung,phone,samsung,pay,credit,card,image,stored,acquirer,sends,token,card,network,card,network,original,card,number,well,token,issuer,bank,card,number,hence,sends,card,number,issuer,bank,payment,authorization,bank,authorizes,sends,detail,back,card,network,inturn,sends,acceptance,acquirer,entity,know,card,detail,card,network,visa,bank,card,issuer,hdfc,banktokenisation,particularly,useful,buy,something,ecommerce,website,like,amazon,flipkart,present,many,u,opt,store,card,number,detail,website,speed,shopping,merely,select,chosen,card,time,checkout,ecommerce,website,hacked,card,detail,losttokenisation,ensures,card,image,stored,ecommerce,website,chooses,become,tr,every,time,buy,product,ecommerce,website,select,card,image,since,card,detail,need,stored,tr,generate,token,complete,transactionwhat,multiple,card,one,mobile,phone,token,card,network,issue,unique,card,credit,debit,device,token,requester,three,factor,change,new,token,get,generatedhow,soon,secure,cardalthough,tokenisation,new,india,isnt,wide,spread,present,samsung,pay,handful,issuer,wallet,use,tokenisation,rbi,circular,online,shopping,ecommerce,platform,otherwise,store,card,detail,also,allowed,offer,tokenization,request,platform,though,would,need,become,trs,industry,official,say,everyone,would,rush,trs,would,need,comply,stringent,rbi,guideline,well,spend,money,develop,infrastructure,however,small,ecommerce,platform,may,find,feasible,adapt,tokenisationa,significant,investment,required,merchant,adapt,tokenisation,also,requires,technical,knowhow,able,store,token,process,tokenisation,transaction,said,sreemoyee,mukherjee,headunsecured,loan,bankbazaaralso,according,rbi,guideline,customer,allowed,decide,whether,want,adapt,tokenisation,payment,mobile,tablet,continue,traditional,method,using,physical,card,swipe,store,storing,card,detail,online,third,party,apps,complete,payment,transactionsin,case,card,lost,lengthy,process,get,reissued,card,bank,also,risk,misuse,theft,consumer,using,tokenisation,added,benefit,convenience,tr,ramachandran,group,country,manager,india,south,asia,financial,service,company,visa,explained,token,tied,lost,stolen,mobile,device,instantly,reissued,without,need,change,consumer,primary,account,number,reissue,plastic,cardin,guideline,rbi,said,tokenisation,performed,authorised,card,network,includes,visa,mastercard,rupay,american,express,diner,club,tokenisation,facility,offered,payment,transaction,mobile,phone,tabletsaccording,guideline,charge,recovered,customer,availing,service",-1.49
2019-01-22 12:34:00+00:00,Quick Take | Accelerated balance sheet growth continues for HDFC Bank in Q3,HDFC Bank has been the most consistent performer on the street for many years delivering earnings growth in the high-teens.  ,"nonenonehdfc,bank,q,fy,number,consistent,ever,net,interest,income,nii,difference,interest,income,expense,increased,percent,driven,loan,book,growth,much,system,average,stable,net,interest,margin,nim,percentnon,interest,income,grew,percent,yoythe,bank,operating,leverage,improved,significantly,core,costtoincome,declined,percent,percent,q,last,year,led,controlled,growth,branch,network,digital,initiativesprovisions,increased,percent,yoy,bank,made,contingent,provision,agriculture,lending,booksnonehdfc,bank,reported,total,advance,r,crore,end,december,increase,percent,last,year,within,total,advance,domestic,retail,corporate,lending,witnessed,robust,growth,percent,bank,performance,commendable,continues,grow,loan,book,much,ahead,system,average,despite,higher,basedeposits,grew,percent,yoy,growth,time,deposit,much,stronger,percent,yoy,compared,current,saving,account,casa,deposit,growth,percent,yoy,result,casa,ratio,dipped,slightly,percent,compared,percent,last,quarterthe,bank,continued,maintain,impeccable,asset,quality,gross,net,nonperforming,asset,percent,percent,respectively,end,december,reported,floating,provision,r,crore,whose,coverage,adequate,percent,gross,nonperforming,loanshdfc,bank,consistent,performer,street,many,year,delivering,earnings,growth,highteens,loan,growth,continues,strong,ahead,industry,margin,steady,asset,quality,remains,pristine,ever,notwithstanding,large,size,hdfc,bank,gaining,market,share,accelerated,pace,aiding,sustainable,high,earnings,growthfollow,nehadave",-2.86
